model,idx,source,true_label,ood_score,pred_label,correct
AAM-retrained (after retrain),109,AA_pure,ID,0.851587,ID,1
AAM-retrained (after retrain),110,AA_pure,ID,0.473552,ID,1
AAM-retrained (after retrain),111,AA_pure,ID,0.537636,ID,1
AAM-retrained (after retrain),112,AA_pure,ID,0.498738,ID,1
AAM-retrained (after retrain),113,AA_pure,ID,0.818142,ID,1
AAM-retrained (after retrain),114,AA_pure,ID,0.491684,ID,1
AAM-retrained (after retrain),115,AA_pure,ID,0.790769,ID,1
AAM-retrained (after retrain),116,AA_pure,ID,0.585731,ID,1
AAM-retrained (after retrain),117,AA_pure,ID,0.437681,ID,1
AAM-retrained (after retrain),118,AA_pure,ID,0.263814,ID,1
AAM-retrained (after retrain),119,AA_pure,ID,0.329787,ID,1
AAM-retrained (after retrain),120,AA_pure,ID,0.337355,ID,1
AAM-retrained (after retrain),121,AA_pure,ID,0.533979,ID,1
AAM-retrained (after retrain),122,AA_pure,ID,0.760211,ID,1
AAM-retrained (after retrain),123,AA_pure,ID,0.612612,ID,1
AAM-retrained (after retrain),124,AA_pure,ID,0.737053,ID,1
AAM-retrained (after retrain),125,AA_pure,ID,0.513125,ID,1
AAM-retrained (after retrain),126,AA_pure,ID,0.72268,ID,1
AAM-retrained (after retrain),127,AA_pure,ID,0.437915,ID,1
AAM-retrained (after retrain),128,AA_pure,ID,0.887903,ID,1
AAM-retrained (after retrain),129,AA_pure,ID,0.774734,ID,1
AAM-retrained (after retrain),130,AA_pure,ID,0.915661,OOD,0
AAM-retrained (after retrain),131,AA_pure,ID,0.38101,ID,1
AAM-retrained (after retrain),132,AA_pure,ID,0.861603,ID,1
AAM-retrained (after retrain),133,AA_pure,ID,0.40931,ID,1
AAM-retrained (after retrain),134,AA_pure,ID,0.378992,ID,1
AAM-retrained (after retrain),135,AA_pure,ID,0.334454,ID,1
AAM-retrained (after retrain),136,AA_pure,ID,0.291959,ID,1
AAM-retrained (after retrain),137,AA_pure,ID,0.758832,ID,1
AAM-retrained (after retrain),138,AA_pure,ID,0.538481,ID,1
AAM-retrained (after retrain),139,AA_pure,ID,0.322051,ID,1
AAM-retrained (after retrain),140,AA_pure,ID,0.331107,ID,1
AAM-retrained (after retrain),141,AA_pure,ID,0.488512,ID,1
AAM-retrained (after retrain),142,AA_pure,ID,0.691948,ID,1
AAM-retrained (after retrain),143,AA_pure,ID,0.47269,ID,1
AAM-retrained (after retrain),144,AA_pure,ID,0.590689,ID,1
AAM-retrained (after retrain),145,AA_pure,ID,0.396912,ID,1
AAM-retrained (after retrain),146,AA_pure,ID,0.343231,ID,1
AAM-retrained (after retrain),147,AA_pure,ID,0.327288,ID,1
AAM-retrained (after retrain),148,AA_pure,ID,0.825684,ID,1
AAM-retrained (after retrain),149,AA_pure,ID,0.432207,ID,1
AAM-retrained (after retrain),150,AA_pure,ID,0.691448,ID,1
AAM-retrained (after retrain),151,AA_pure,ID,0.318321,ID,1
AAM-retrained (after retrain),152,AA_pure,ID,0.621713,ID,1
AAM-retrained (after retrain),153,AA_pure,ID,0.335793,ID,1
AAM-retrained (after retrain),154,AA_pure,ID,0.824905,ID,1
AAM-retrained (after retrain),155,AA_pure,ID,0.378579,ID,1
AAM-retrained (after retrain),156,AA_pure,ID,0.419509,ID,1
AAM-retrained (after retrain),157,AA_pure,ID,0.363161,ID,1
AAM-retrained (after retrain),158,AA_pure,ID,0.563061,ID,1
AAM-retrained (after retrain),159,AA_pure,ID,0.441007,ID,1
AAM-retrained (after retrain),160,AA_pure,ID,0.526743,ID,1
AAM-retrained (after retrain),161,AA_pure,ID,0.48507,ID,1
AAM-retrained (after retrain),162,AA_pure,ID,0.394308,ID,1
AAM-retrained (after retrain),163,AA_pure,ID,0.589559,ID,1
AAM-retrained (after retrain),164,AA_pure,ID,0.82614,ID,1
AAM-retrained (after retrain),165,AA_pure,ID,0.509207,ID,1
AAM-retrained (after retrain),166,AA_pure,ID,0.393847,ID,1
AAM-retrained (after retrain),167,AA_pure,ID,0.44539,ID,1
AAM-retrained (after retrain),168,AA_pure,ID,0.551828,ID,1
AAM-retrained (after retrain),169,AA_pure,ID,1.0,OOD,0
AAM-retrained (after retrain),170,AA_pure,ID,0.663877,ID,1
AAM-retrained (after retrain),171,AA_pure,ID,0.450158,ID,1
AAM-retrained (after retrain),172,AA_pure,ID,0.367472,ID,1
AAM-retrained (after retrain),173,AA_pure,ID,0.734094,ID,1
AAM-retrained (after retrain),174,AA_pure,ID,0.498746,ID,1
AAM-retrained (after retrain),175,AA_pure,ID,0.348404,ID,1
AAM-retrained (after retrain),176,AA_pure,ID,0.367281,ID,1
AAM-retrained (after retrain),177,AA_pure,ID,0.467218,ID,1
AAM-retrained (after retrain),178,AA_pure,ID,0.64459,ID,1
AAM-retrained (after retrain),179,AA_pure,ID,0.456042,ID,1
AAM-retrained (after retrain),180,AA_pure,ID,0.434188,ID,1
AAM-retrained (after retrain),181,AA_pure,ID,0.598406,ID,1
AAM-retrained (after retrain),182,AA_pure,ID,0.521283,ID,1
AAM-retrained (after retrain),183,AA_pure,ID,0.661679,ID,1
AAM-retrained (after retrain),184,AA_pure,ID,0.730189,ID,1
AAM-retrained (after retrain),185,AA_pure,ID,0.721606,ID,1
AAM-retrained (after retrain),186,AA_pure,ID,0.586694,ID,1
AAM-retrained (after retrain),187,AA_pure,ID,0.785833,ID,1
AAM-retrained (after retrain),188,AA_pure,ID,0.539904,ID,1
AAM-retrained (after retrain),189,AA_pure,ID,0.356255,ID,1
AAM-retrained (after retrain),190,AA_pure,ID,0.875415,ID,1
AAM-retrained (after retrain),191,AA_pure,ID,0.916763,OOD,0
AAM-retrained (after retrain),192,AA_pure,ID,0.369172,ID,1
AAM-retrained (after retrain),193,AA_pure,ID,0.73539,ID,1
AAM-retrained (after retrain),194,AA_pure,ID,0.571255,ID,1
AAM-retrained (after retrain),195,AA_pure,ID,0.374242,ID,1
AAM-retrained (after retrain),196,AA_pure,ID,0.886893,ID,1
AAM-retrained (after retrain),197,AA_pure,ID,0.380472,ID,1
AAM-retrained (after retrain),198,AA_pure,ID,0.469101,ID,1
AAM-retrained (after retrain),199,AA_pure,ID,0.402467,ID,1
AAM-retrained (after retrain),200,AA_pure,ID,0.479615,ID,1
AAM-retrained (after retrain),201,AA_pure,ID,0.386897,ID,1
AAM-retrained (after retrain),202,AA_pure,ID,0.447267,ID,1
AAM-retrained (after retrain),203,AA_pure,ID,0.360688,ID,1
AAM-retrained (after retrain),204,AA_pure,ID,0.407516,ID,1
AAM-retrained (after retrain),205,AA_pure,ID,0.641482,ID,1
AAM-retrained (after retrain),206,AA_pure,ID,0.487416,ID,1
AAM-retrained (after retrain),207,AA_pure,ID,1.0,OOD,0
AAM-retrained (after retrain),208,AA_pure,ID,0.478361,ID,1
AAM-retrained (after retrain),209,AA_pure,ID,0.88,ID,1
AAM-retrained (after retrain),210,AA_pure,ID,0.465282,ID,1
AAM-retrained (after retrain),211,AA_pure,ID,0.32755,ID,1
AAM-retrained (after retrain),212,AA_pure,ID,0.524132,ID,1
AAM-retrained (after retrain),213,AA_pure,ID,0.612701,ID,1
AAM-retrained (after retrain),214,AA_pure,ID,0.73366,ID,1
AAM-retrained (after retrain),215,AA_pure,ID,0.234413,ID,1
AAM-retrained (after retrain),216,AA_pure,ID,0.573345,ID,1
AAM-retrained (after retrain),217,AA_pure,ID,0.501144,ID,1
AAM-retrained (after retrain),218,AA_pure,ID,0.581369,ID,1
AAM-retrained (after retrain),219,AA_pure,ID,0.382372,ID,1
AAM-retrained (after retrain),220,AA_pure,ID,0.528163,ID,1
AAM-retrained (after retrain),221,AA_pure,ID,0.33851,ID,1
AAM-retrained (after retrain),222,AA_pure,ID,0.576751,ID,1
AAM-retrained (after retrain),223,AA_pure,ID,0.698143,ID,1
AAM-retrained (after retrain),224,AA_pure,ID,0.452087,ID,1
AAM-retrained (after retrain),225,AA_pure,ID,0.563954,ID,1
AAM-retrained (after retrain),226,AA_pure,ID,0.655502,ID,1
AAM-retrained (after retrain),227,AA_pure,ID,0.479505,ID,1
AAM-retrained (after retrain),228,AA_pure,ID,0.373605,ID,1
AAM-retrained (after retrain),229,AA_pure,ID,0.437491,ID,1
AAM-retrained (after retrain),230,AA_pure,ID,0.533695,ID,1
AAM-retrained (after retrain),231,AA_pure,ID,0.481799,ID,1
AAM-retrained (after retrain),232,AA_pure,ID,0.653325,ID,1
AAM-retrained (after retrain),233,AA_pure,ID,0.372522,ID,1
AAM-retrained (after retrain),234,AA_pure,ID,0.426862,ID,1
AAM-retrained (after retrain),235,AA_pure,ID,0.285635,ID,1
AAM-retrained (after retrain),236,AA_pure,ID,0.533919,ID,1
AAM-retrained (after retrain),237,AA_pure,ID,0.896788,ID,1
AAM-retrained (after retrain),238,AA_pure,ID,0.414156,ID,1
AAM-retrained (after retrain),239,AA_pure,ID,0.421053,ID,1
AAM-retrained (after retrain),240,AA_pure,ID,0.390842,ID,1
AAM-retrained (after retrain),241,AA_pure,ID,0.240326,ID,1
AAM-retrained (after retrain),242,AA_pure,ID,0.489629,ID,1
AAM-retrained (after retrain),243,AA_pure,ID,0.340594,ID,1
AAM-retrained (after retrain),244,AA_pure,ID,0.409351,ID,1
AAM-retrained (after retrain),245,AA_pure,ID,0.400191,ID,1
AAM-retrained (after retrain),246,AA_pure,ID,0.520303,ID,1
AAM-retrained (after retrain),247,AA_pure,ID,0.600317,ID,1
AAM-retrained (after retrain),248,AA_pure,ID,0.346955,ID,1
AAM-retrained (after retrain),249,AA_pure,ID,0.447704,ID,1
AAM-retrained (after retrain),250,AA_pure,ID,0.959037,OOD,0
AAM-retrained (after retrain),251,AA_pure,ID,0.586801,ID,1
AAM-retrained (after retrain),252,AA_pure,ID,0.515319,ID,1
AAM-retrained (after retrain),253,AA_pure,ID,0.41229,ID,1
AAM-retrained (after retrain),254,AA_pure,ID,0.374044,ID,1
AAM-retrained (after retrain),255,AA_pure,ID,0.560369,ID,1
AAM-retrained (after retrain),256,AA_pure,ID,0.386471,ID,1
AAM-retrained (after retrain),257,AA_pure,ID,0.35116,ID,1
AAM-retrained (after retrain),258,AA_pure,ID,0.87874,ID,1
AAM-retrained (after retrain),259,AA_pure,ID,0.724171,ID,1
AAM-retrained (after retrain),260,AA_pure,ID,0.67121,ID,1
AAM-retrained (after retrain),261,AA_pure,ID,0.425398,ID,1
AAM-retrained (after retrain),262,AA_pure,ID,0.596667,ID,1
AAM-retrained (after retrain),263,AA_pure,ID,0.570512,ID,1
AAM-retrained (after retrain),264,AA_pure,ID,0.507022,ID,1
AAM-retrained (after retrain),265,AA_pure,ID,0.86418,ID,1
AAM-retrained (after retrain),266,AA_pure,ID,0.447026,ID,1
AAM-retrained (after retrain),267,AA_pure,ID,0.469226,ID,1
AAM-retrained (after retrain),268,AA_pure,ID,0.453853,ID,1
AAM-retrained (after retrain),269,AA_pure,ID,0.426817,ID,1
AAM-retrained (after retrain),270,AA_pure,ID,0.909925,OOD,0
AAM-retrained (after retrain),271,AA_pure,ID,0.384325,ID,1
AAM-retrained (after retrain),272,AA_pure,ID,0.270086,ID,1
AAM-retrained (after retrain),273,AA_pure,ID,0.614836,ID,1
AAM-retrained (after retrain),274,AA_pure,ID,0.392427,ID,1
AAM-retrained (after retrain),275,AA_pure,ID,0.388722,ID,1
AAM-retrained (after retrain),276,AA_pure,ID,0.410216,ID,1
AAM-retrained (after retrain),277,AA_pure,ID,0.461947,ID,1
AAM-retrained (after retrain),278,AA_pure,ID,0.574099,ID,1
AAM-retrained (after retrain),279,AA_pure,ID,0.299328,ID,1
AAM-retrained (after retrain),280,AA_pure,ID,0.575289,ID,1
AAM-retrained (after retrain),281,AA_pure,ID,0.802001,ID,1
AAM-retrained (after retrain),282,AA_pure,ID,0.629729,ID,1
AAM-retrained (after retrain),283,AA_pure,ID,0.712419,ID,1
AAM-retrained (after retrain),284,AA_pure,ID,0.500819,ID,1
AAM-retrained (after retrain),285,AA_pure,ID,0.413697,ID,1
AAM-retrained (after retrain),286,AA_pure,ID,0.589802,ID,1
AAM-retrained (after retrain),287,AA_pure,ID,0.376233,ID,1
AAM-retrained (after retrain),288,AA_pure,ID,0.510009,ID,1
AAM-retrained (after retrain),289,AA_pure,ID,0.466095,ID,1
AAM-retrained (after retrain),290,AA_pure,ID,0.638339,ID,1
AAM-retrained (after retrain),291,AA_pure,ID,0.402759,ID,1
AAM-retrained (after retrain),292,AA_pure,ID,0.293515,ID,1
AAM-retrained (after retrain),293,AA_pure,ID,0.329034,ID,1
AAM-retrained (after retrain),294,AA_pure,ID,0.472535,ID,1
AAM-retrained (after retrain),295,AA_pure,ID,0.459417,ID,1
AAM-retrained (after retrain),296,AA_pure,ID,0.394286,ID,1
AAM-retrained (after retrain),297,AA_pure,ID,0.53583,ID,1
AAM-retrained (after retrain),298,AA_pure,ID,0.521532,ID,1
AAM-retrained (after retrain),299,AA_pure,ID,0.394867,ID,1
AAM-retrained (after retrain),300,AA_pure,ID,0.439987,ID,1
AAM-retrained (after retrain),301,AA_pure,ID,0.561573,ID,1
AAM-retrained (after retrain),302,AA_pure,ID,0.45408,ID,1
AAM-retrained (after retrain),303,AA_pure,ID,0.596154,ID,1
AAM-retrained (after retrain),304,AA_pure,ID,0.634459,ID,1
AAM-retrained (after retrain),305,AA_pure,ID,0.499628,ID,1
AAM-retrained (after retrain),306,AA_pure,ID,0.587937,ID,1
AAM-retrained (after retrain),307,AA_pure,ID,0.396439,ID,1
AAM-retrained (after retrain),308,AA_pure,ID,0.544839,ID,1
AAM-retrained (after retrain),309,AA_pure,ID,0.444127,ID,1
AAM-retrained (after retrain),310,AA_pure,ID,0.416746,ID,1
AAM-retrained (after retrain),311,AA_pure,ID,0.634633,ID,1
AAM-retrained (after retrain),312,AA_pure,ID,0.529909,ID,1
AAM-retrained (after retrain),313,AA_pure,ID,0.506552,ID,1
AAM-retrained (after retrain),314,AA_pure,ID,0.246278,ID,1
AAM-retrained (after retrain),315,AA_pure,ID,0.458595,ID,1
AAM-retrained (after retrain),316,AA_pure,ID,0.605972,ID,1
AAM-retrained (after retrain),317,AA_pure,ID,0.432278,ID,1
AAM-retrained (after retrain),318,AA_pure,ID,0.617766,ID,1
AAM-retrained (after retrain),319,AA_pure,ID,0.786958,ID,1
AAM-retrained (after retrain),320,AA_pure,ID,0.510555,ID,1
AAM-retrained (after retrain),321,AA_pure,ID,0.509756,ID,1
AAM-retrained (after retrain),322,AA_pure,ID,0.374945,ID,1
AAM-retrained (after retrain),323,AA_pure,ID,0.469895,ID,1
AAM-retrained (after retrain),324,AA_pure,ID,0.702042,ID,1
AAM-retrained (after retrain),325,AA_pure,ID,0.533082,ID,1
AAM-retrained (after retrain),326,AA_pure,ID,0.831478,ID,1
AAM-retrained (after retrain),327,AA_pure,ID,0.512809,ID,1
AAM-retrained (after retrain),328,AA_pure,ID,0.401248,ID,1
AAM-retrained (after retrain),329,AA_pure,ID,0.412821,ID,1
AAM-retrained (after retrain),330,AA_pure,ID,0.52392,ID,1
AAM-retrained (after retrain),331,AA_pure,ID,0.394887,ID,1
AAM-retrained (after retrain),332,AA_pure,ID,0.582078,ID,1
AAM-retrained (after retrain),333,AA_pure,ID,0.560418,ID,1
AAM-retrained (after retrain),334,AA_pure,ID,0.425054,ID,1
AAM-retrained (after retrain),335,AA_pure,ID,0.383395,ID,1
AAM-retrained (after retrain),336,AA_pure,ID,0.396933,ID,1
AAM-retrained (after retrain),337,AA_pure,ID,0.356126,ID,1
AAM-retrained (after retrain),338,AA_pure,ID,0.639151,ID,1
AAM-retrained (after retrain),339,AA_pure,ID,0.722945,ID,1
AAM-retrained (after retrain),340,AA_pure,ID,0.670042,ID,1
AAM-retrained (after retrain),341,AA_pure,ID,0.523149,ID,1
AAM-retrained (after retrain),342,AA_pure,ID,0.440123,ID,1
AAM-retrained (after retrain),343,AA_pure,ID,0.590324,ID,1
AAM-retrained (after retrain),344,AA_pure,ID,0.505499,ID,1
AAM-retrained (after retrain),345,AA_pure,ID,0.340854,ID,1
AAM-retrained (after retrain),346,AA_pure,ID,0.468013,ID,1
AAM-retrained (after retrain),347,AA_pure,ID,0.742582,ID,1
AAM-retrained (after retrain),348,AA_pure,ID,0.433369,ID,1
AAM-retrained (after retrain),349,AA_pure,ID,0.542346,ID,1
AAM-retrained (after retrain),350,AA_pure,ID,0.986237,OOD,0
AAM-retrained (after retrain),351,AA_pure,ID,0.55101,ID,1
AAM-retrained (after retrain),352,AA_pure,ID,0.602809,ID,1
AAM-retrained (after retrain),353,AA_pure,ID,0.359116,ID,1
AAM-retrained (after retrain),354,AA_pure,ID,0.407104,ID,1
AAM-retrained (after retrain),355,AA_pure,ID,0.39116,ID,1
AAM-retrained (after retrain),356,AA_pure,ID,0.437532,ID,1
AAM-retrained (after retrain),357,AA_pure,ID,0.361142,ID,1
AAM-retrained (after retrain),358,AA_pure,ID,0.22357,ID,1
AAM-retrained (after retrain),359,AA_pure,ID,0.547861,ID,1
AAM-retrained (after retrain),360,AA_pure,ID,0.463531,ID,1
AAM-retrained (after retrain),361,AA_pure,ID,0.507431,ID,1
AAM-retrained (after retrain),362,AA_pure,ID,0.730359,ID,1
AAM-retrained (after retrain),363,AA_pure,ID,0.337545,ID,1
AAM-retrained (after retrain),364,AA_pure,ID,0.410984,ID,1
AAM-retrained (after retrain),365,AA_pure,ID,0.85011,ID,1
AAM-retrained (after retrain),366,AA_pure,ID,0.500997,ID,1
AAM-retrained (after retrain),367,AA_pure,ID,0.550098,ID,1
AAM-retrained (after retrain),368,AA_pure,ID,0.292139,ID,1
AAM-retrained (after retrain),369,AA_pure,ID,0.354743,ID,1
AAM-retrained (after retrain),370,AA_pure,ID,0.533002,ID,1
AAM-retrained (after retrain),371,AA_pure,ID,0.409696,ID,1
AAM-retrained (after retrain),372,AA_pure,ID,0.541475,ID,1
AAM-retrained (after retrain),373,AA_pure,ID,0.563092,ID,1
AAM-retrained (after retrain),374,AA_pure,ID,0.339436,ID,1
AAM-retrained (after retrain),375,AA_pure,ID,0.60833,ID,1
AAM-retrained (after retrain),376,AA_pure,ID,0.479044,ID,1
AAM-retrained (after retrain),377,AA_pure,ID,0.751395,ID,1
AAM-retrained (after retrain),378,AA_pure,ID,0.76944,ID,1
AAM-retrained (after retrain),379,AA_pure,ID,0.345021,ID,1
AAM-retrained (after retrain),380,AA_pure,ID,0.373254,ID,1
AAM-retrained (after retrain),381,AA_pure,ID,0.346131,ID,1
AAM-retrained (after retrain),382,AA_pure,ID,0.761696,ID,1
AAM-retrained (after retrain),383,AA_pure,ID,0.536608,ID,1
AAM-retrained (after retrain),384,AA_pure,ID,0.436989,ID,1
AAM-retrained (after retrain),385,AA_pure,ID,0.433388,ID,1
AAM-retrained (after retrain),386,AA_pure,ID,0.306662,ID,1
AAM-retrained (after retrain),387,AA_pure,ID,0.626093,ID,1
AAM-retrained (after retrain),388,AA_pure,ID,0.644719,ID,1
AAM-retrained (after retrain),389,AA_pure,ID,0.554438,ID,1
AAM-retrained (after retrain),390,AA_pure,ID,0.529284,ID,1
AAM-retrained (after retrain),391,AA_pure,ID,0.395261,ID,1
AAM-retrained (after retrain),392,AA_pure,ID,0.60231,ID,1
AAM-retrained (after retrain),393,AA_pure,ID,0.934522,OOD,0
AAM-retrained (after retrain),394,AA_pure,ID,0.524994,ID,1
AAM-retrained (after retrain),395,AA_pure,ID,0.495382,ID,1
AAM-retrained (after retrain),396,AA_pure,ID,0.60768,ID,1
AAM-retrained (after retrain),397,AA_pure,ID,0.716827,ID,1
AAM-retrained (after retrain),398,AA_pure,ID,0.367372,ID,1
AAM-retrained (after retrain),399,AA_pure,ID,0.43583,ID,1
AAM-retrained (after retrain),400,AA_pure,ID,0.365732,ID,1
AAM-retrained (after retrain),401,AA_pure,ID,0.588354,ID,1
AAM-retrained (after retrain),402,AA_pure,ID,0.385941,ID,1
AAM-retrained (after retrain),403,AA_pure,ID,0.283307,ID,1
AAM-retrained (after retrain),404,AA_pure,ID,0.354577,ID,1
AAM-retrained (after retrain),405,AA_pure,ID,0.497933,ID,1
AAM-retrained (after retrain),406,AA_pure,ID,0.471887,ID,1
AAM-retrained (after retrain),407,AA_pure,ID,0.390754,ID,1
AAM-retrained (after retrain),408,AA_pure,ID,0.341158,ID,1
AAM-retrained (after retrain),409,AA_pure,ID,0.42264,ID,1
AAM-retrained (after retrain),410,AA_pure,ID,0.358073,ID,1
AAM-retrained (after retrain),411,AA_pure,ID,0.563257,ID,1
AAM-retrained (after retrain),412,AA_pure,ID,0.782687,ID,1
AAM-retrained (after retrain),413,AA_pure,ID,0.52434,ID,1
AAM-retrained (after retrain),414,AA_pure,ID,0.736518,ID,1
AAM-retrained (after retrain),415,AA_pure,ID,0.599113,ID,1
AAM-retrained (after retrain),416,AA_pure,ID,0.688391,ID,1
AAM-retrained (after retrain),417,AA_pure,ID,0.35181,ID,1
AAM-retrained (after retrain),418,AA_pure,ID,0.618346,ID,1
AAM-retrained (after retrain),419,AA_pure,ID,0.38199,ID,1
AAM-retrained (after retrain),420,AA_pure,ID,0.341896,ID,1
AAM-retrained (after retrain),421,AA_pure,ID,0.449558,ID,1
AAM-retrained (after retrain),422,AA_pure,ID,0.364125,ID,1
AAM-retrained (after retrain),423,AA_pure,ID,0.399808,ID,1
AAM-retrained (after retrain),424,AA_pure,ID,0.448303,ID,1
AAM-retrained (after retrain),425,AA_pure,ID,0.611194,ID,1
AAM-retrained (after retrain),426,AA_pure,ID,0.435159,ID,1
AAM-retrained (after retrain),427,AA_pure,ID,0.418124,ID,1
AAM-retrained (after retrain),428,AA_pure,ID,0.593895,ID,1
AAM-retrained (after retrain),429,AA_pure,ID,0.776719,ID,1
AAM-retrained (after retrain),430,AA_pure,ID,0.350169,ID,1
AAM-retrained (after retrain),431,AA_pure,ID,0.733172,ID,1
AAM-retrained (after retrain),432,AA_pure,ID,0.336882,ID,1
AAM-retrained (after retrain),433,AA_pure,ID,0.63563,ID,1
AAM-retrained (after retrain),434,AA_pure,ID,0.613805,ID,1
AAM-retrained (after retrain),435,AA_pure,ID,0.547849,ID,1
AAM-retrained (after retrain),436,AA_pure,ID,0.302527,ID,1
AAM-retrained (after retrain),437,AA_pure,ID,0.430348,ID,1
AAM-retrained (after retrain),438,AA_pure,ID,0.822744,ID,1
AAM-retrained (after retrain),439,AA_pure,ID,0.449455,ID,1
AAM-retrained (after retrain),440,AA_pure,ID,0.931808,OOD,0
AAM-retrained (after retrain),441,AA_pure,ID,0.516946,ID,1
AAM-retrained (after retrain),442,AA_pure,ID,0.415163,ID,1
AAM-retrained (after retrain),443,AA_pure,ID,0.928514,OOD,0
AAM-retrained (after retrain),444,AA_pure,ID,0.842243,ID,1
AAM-retrained (after retrain),445,AA_pure,ID,0.966872,OOD,0
AAM-retrained (after retrain),446,AA_pure,ID,0.377103,ID,1
AAM-retrained (after retrain),447,AA_pure,ID,0.427697,ID,1
AAM-retrained (after retrain),448,AA_pure,ID,0.595009,ID,1
AAM-retrained (after retrain),449,AA_pure,ID,0.419484,ID,1
AAM-retrained (after retrain),450,AA_pure,ID,0.651833,ID,1
AAM-retrained (after retrain),451,AA_pure,ID,0.503975,ID,1
AAM-retrained (after retrain),452,AA_pure,ID,0.427329,ID,1
AAM-retrained (after retrain),453,AA_pure,ID,0.559986,ID,1
AAM-retrained (after retrain),454,AA_pure,ID,0.460598,ID,1
AAM-retrained (after retrain),455,AA_pure,ID,0.564641,ID,1
AAM-retrained (after retrain),456,AA_pure,ID,0.49414,ID,1
AAM-retrained (after retrain),457,AA_pure,ID,0.450296,ID,1
AAM-retrained (after retrain),458,AA_pure,ID,0.415343,ID,1
AAM-retrained (after retrain),459,AA_pure,ID,0.476017,ID,1
AAM-retrained (after retrain),460,AA_pure,ID,0.671659,ID,1
AAM-retrained (after retrain),461,AA_pure,ID,0.368421,ID,1
AAM-retrained (after retrain),462,AA_pure,ID,0.437351,ID,1
AAM-retrained (after retrain),463,AA_pure,ID,0.420288,ID,1
AAM-retrained (after retrain),464,AA_pure,ID,0.368296,ID,1
AAM-retrained (after retrain),465,AA_pure,ID,0.439127,ID,1
AAM-retrained (after retrain),466,AA_pure,ID,0.504274,ID,1
AAM-retrained (after retrain),467,AA_pure,ID,0.666278,ID,1
AAM-retrained (after retrain),468,AA_pure,ID,0.383183,ID,1
AAM-retrained (after retrain),469,AA_pure,ID,0.680879,ID,1
AAM-retrained (after retrain),470,AA_pure,ID,0.91659,OOD,0
AAM-retrained (after retrain),471,AA_pure,ID,0.575154,ID,1
AAM-retrained (after retrain),472,AA_pure,ID,0.403624,ID,1
AAM-retrained (after retrain),473,AA_pure,ID,0.437042,ID,1
AAM-retrained (after retrain),474,AA_pure,ID,0.370736,ID,1
AAM-retrained (after retrain),475,AA_pure,ID,0.585044,ID,1
AAM-retrained (after retrain),476,AA_pure,ID,0.594387,ID,1
AAM-retrained (after retrain),477,AA_pure,ID,0.546264,ID,1
AAM-retrained (after retrain),478,AA_pure,ID,0.827379,ID,1
AAM-retrained (after retrain),479,AA_pure,ID,0.558706,ID,1
AAM-retrained (after retrain),480,AA_pure,ID,0.574664,ID,1
AAM-retrained (after retrain),481,AA_pure,ID,0.725017,ID,1
AAM-retrained (after retrain),482,AA_pure,ID,0.373891,ID,1
AAM-retrained (after retrain),483,AA_pure,ID,0.421961,ID,1
AAM-retrained (after retrain),484,AA_pure,ID,0.385607,ID,1
AAM-retrained (after retrain),485,AA_pure,ID,0.826387,ID,1
AAM-retrained (after retrain),486,AA_pure,ID,0.535882,ID,1
AAM-retrained (after retrain),487,AA_pure,ID,0.409599,ID,1
AAM-retrained (after retrain),488,AA_pure,ID,0.410633,ID,1
AAM-retrained (after retrain),489,AA_pure,ID,0.787287,ID,1
AAM-retrained (after retrain),490,AA_pure,ID,0.444692,ID,1
AAM-retrained (after retrain),491,AA_pure,ID,0.354891,ID,1
AAM-retrained (after retrain),492,AA_pure,ID,0.291415,ID,1
AAM-retrained (after retrain),493,AA_pure,ID,0.527989,ID,1
AAM-retrained (after retrain),494,AA_pure,ID,0.785992,ID,1
AAM-retrained (after retrain),495,AA_pure,ID,0.630803,ID,1
AAM-retrained (after retrain),496,AA_pure,ID,0.891526,ID,1
AAM-retrained (after retrain),497,AA_pure,ID,0.563974,ID,1
AAM-retrained (after retrain),498,AA_pure,ID,0.470387,ID,1
AAM-retrained (after retrain),499,AA_pure,ID,0.733726,ID,1
AAM-retrained (after retrain),500,AA_pure,ID,0.851727,ID,1
AAM-retrained (after retrain),501,AA_pure,ID,0.920446,OOD,0
AAM-retrained (after retrain),502,AA_pure,ID,0.352009,ID,1
AAM-retrained (after retrain),503,AA_pure,ID,0.677705,ID,1
AAM-retrained (after retrain),504,AA_pure,ID,0.914309,OOD,0
AAM-retrained (after retrain),505,AA_pure,ID,0.432494,ID,1
AAM-retrained (after retrain),506,AA_pure,ID,0.365838,ID,1
AAM-retrained (after retrain),507,AA_pure,ID,0.576297,ID,1
AAM-retrained (after retrain),508,AA_pure,ID,0.377588,ID,1
AAM-retrained (after retrain),509,AA_pure,ID,0.477348,ID,1
AAM-retrained (after retrain),510,AA_pure,ID,0.379627,ID,1
AAM-retrained (after retrain),511,AA_pure,ID,0.475856,ID,1
AAM-retrained (after retrain),512,AA_pure,ID,0.646412,ID,1
AAM-retrained (after retrain),513,AA_pure,ID,0.491388,ID,1
AAM-retrained (after retrain),514,AA_pure,ID,0.737398,ID,1
AAM-retrained (after retrain),515,AA_pure,ID,0.347223,ID,1
AAM-retrained (after retrain),516,AA_pure,ID,0.907654,OOD,0
AAM-retrained (after retrain),517,AA_pure,ID,0.600594,ID,1
AAM-retrained (after retrain),518,AA_pure,ID,0.866705,ID,1
